Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
2021_0819_085433_069A-stop-start1550.MOV_image0.png,stop,535,253,562,278,0,0,2021_0819_085433_069A.MOV,1744,2021_0819_085433_069A-stop-start1550.MOV,194
2021_0819_085433_069A-stop-start1550.MOV_image1.png,stop,545,250,576,276,0,0,2021_0819_085433_069A.MOV,1749,2021_0819_085433_069A-stop-start1550.MOV,199
2021_0819_085433_069A-stop-start1550.MOV_image2.png,stop,554,247,586,274,0,0,2021_0819_085433_069A.MOV,1754,2021_0819_085433_069A-stop-start1550.MOV,204
2021_0819_085433_069A-stop-start1550.MOV_image3.png,stop,565,244,597,272,0,0,2021_0819_085433_069A.MOV,1759,2021_0819_085433_069A-stop-start1550.MOV,209
2021_0819_085433_069A-stop-start1550.MOV_image4.png,stop,578,241,611,272,0,0,2021_0819_085433_069A.MOV,1764,2021_0819_085433_069A-stop-start1550.MOV,214
2021_0819_085433_069A-stop-start1550.MOV_image5.png,stop,588,237,623,271,0,0,2021_0819_085433_069A.MOV,1769,2021_0819_085433_069A-stop-start1550.MOV,219
2021_0819_085433_069A-stop-start1550.MOV_image6.png,stop,599,231,638,268,0,0,2021_0819_085433_069A.MOV,1774,2021_0819_085433_069A-stop-start1550.MOV,224
2021_0819_085433_069A-stop-start1550.MOV_image7.png,stop,612,225,653,264,0,0,2021_0819_085433_069A.MOV,1779,2021_0819_085433_069A-stop-start1550.MOV,229
2021_0819_085433_069A-stop-start1550.MOV_image8.png,stop,626,219,668,262,0,0,2021_0819_085433_069A.MOV,1784,2021_0819_085433_069A-stop-start1550.MOV,234
2021_0819_085433_069A-stop-start1550.MOV_image9.png,stop,642,211,684,258,0,0,2021_0819_085433_069A.MOV,1789,2021_0819_085433_069A-stop-start1550.MOV,239
2021_0819_085433_069A-stop-start1550.MOV_image10.png,stop,656,204,702,254,0,0,2021_0819_085433_069A.MOV,1794,2021_0819_085433_069A-stop-start1550.MOV,244
2021_0819_085433_069A-stop-start1550.MOV_image11.png,stop,674,198,721,251,0,0,2021_0819_085433_069A.MOV,1799,2021_0819_085433_069A-stop-start1550.MOV,249
2021_0819_085433_069A-stop-start1550.MOV_image12.png,stop,692,189,741,247,0,0,2021_0819_085433_069A.MOV,1804,2021_0819_085433_069A-stop-start1550.MOV,254
2021_0819_085433_069A-stop-start1550.MOV_image13.png,stop,712,183,764,245,0,0,2021_0819_085433_069A.MOV,1809,2021_0819_085433_069A-stop-start1550.MOV,259
2021_0819_085433_069A-stop-start1550.MOV_image14.png,stop,735,175,788,242,0,0,2021_0819_085433_069A.MOV,1814,2021_0819_085433_069A-stop-start1550.MOV,264
2021_0819_085433_069A-stop-start1550.MOV_image15.png,stop,761,164,816,234,0,0,2021_0819_085433_069A.MOV,1819,2021_0819_085433_069A-stop-start1550.MOV,269
2021_0819_085433_069A-stop-start1550.MOV_image16.png,stop,792,153,847,229,0,0,2021_0819_085433_069A.MOV,1824,2021_0819_085433_069A-stop-start1550.MOV,274
2021_0819_085433_069A-stop-start1550.MOV_image17.png,stop,830,137,884,221,0,0,2021_0819_085433_069A.MOV,1829,2021_0819_085433_069A-stop-start1550.MOV,279
2021_0819_085433_069A-stop-start1995.MOV_image0.png,stop,629,233,662,267,0,0,2021_0819_085433_069A.MOV,2159,2021_0819_085433_069A-stop-start1995.MOV,164
2021_0819_085433_069A-stop-start1995.MOV_image1.png,stop,646,227,681,262,0,0,2021_0819_085433_069A.MOV,2164,2021_0819_085433_069A-stop-start1995.MOV,169
2021_0819_085433_069A-stop-start1995.MOV_image2.png,stop,665,217,702,257,0,0,2021_0819_085433_069A.MOV,2169,2021_0819_085433_069A-stop-start1995.MOV,174
2021_0819_085433_069A-stop-start1995.MOV_image3.png,stop,769,173,817,234,0,0,2021_0819_085433_069A.MOV,2189,2021_0819_085433_069A-stop-start1995.MOV,194
2021_0819_085433_069A-stop-start1995.MOV_image4.png,stop,803,160,852,226,0,0,2021_0819_085433_069A.MOV,2194,2021_0819_085433_069A-stop-start1995.MOV,199
2021_0819_085433_069A-stop-start1995.MOV_image5.png,stop,735,186,788,243,0,0,2021_0819_085433_069A.MOV,2184,2021_0819_085433_069A-stop-start1995.MOV,189
2021_0819_085433_069A-stop-start1995.MOV_image6.png,stop,767,172,821,233,0,0,2021_0819_085433_069A.MOV,2189,2021_0819_085433_069A-stop-start1995.MOV,194
2021_0819_085433_069A-stop-start1995.MOV_image7.png,stop,802,158,856,227,0,0,2021_0819_085433_069A.MOV,2194,2021_0819_085433_069A-stop-start1995.MOV,199
2021_0819_085433_069A-stop-start1995.MOV_image8.png,stop,834,147,893,222,0,0,2021_0819_085433_069A.MOV,2199,2021_0819_085433_069A-stop-start1995.MOV,204
