Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
GOPR0460-converted-007-addedLane-start12000.mp4_image0.png,addedLane,409,322,443,358,0,0,GOPR0460-converted-007.mp4,12009,GOPR0460-converted-007-addedLane-start12000.mp4,9
GOPR0460-converted-007-addedLane-start12000.mp4_image1.png,addedLane,358,306,405,356,0,0,GOPR0460-converted-007.mp4,12014,GOPR0460-converted-007-addedLane-start12000.mp4,14
GOPR0460-converted-007-addedLane-start12000.mp4_image2.png,addedLane,249,278,322,352,0,0,GOPR0460-converted-007.mp4,12019,GOPR0460-converted-007-addedLane-start12000.mp4,19
GOPR0460-converted-007-addedLane-start15610.mp4_image0.png,addedLane,657,338,680,361,0,0,GOPR0460-converted-007.mp4,15614,GOPR0460-converted-007-addedLane-start15610.mp4,4
GOPR0460-converted-007-addedLane-start15610.mp4_image1.png,addedLane,668,336,689,358,0,0,GOPR0460-converted-007.mp4,15619,GOPR0460-converted-007-addedLane-start15610.mp4,9
GOPR0460-converted-007-addedLane-start15610.mp4_image2.png,addedLane,680,332,702,357,0,0,GOPR0460-converted-007.mp4,15624,GOPR0460-converted-007-addedLane-start15610.mp4,14
GOPR0460-converted-007-addedLane-start15610.mp4_image3.png,addedLane,696,328,719,355,0,0,GOPR0460-converted-007.mp4,15629,GOPR0460-converted-007-addedLane-start15610.mp4,19
GOPR0460-converted-007-addedLane-start15610.mp4_image4.png,addedLane,715,323,740,353,0,0,GOPR0460-converted-007.mp4,15634,GOPR0460-converted-007-addedLane-start15610.mp4,24
GOPR0460-converted-007-addedLane-start15610.mp4_image5.png,addedLane,738,317,772,350,0,0,GOPR0460-converted-007.mp4,15639,GOPR0460-converted-007-addedLane-start15610.mp4,29
GOPR0460-converted-007-addedLane-start15610.mp4_image6.png,addedLane,772,305,807,346,0,0,GOPR0460-converted-007.mp4,15644,GOPR0460-converted-007-addedLane-start15610.mp4,34
GOPR0460-converted-007-addedLane-start15610.mp4_image7.png,addedLane,885,269,930,325,0,0,GOPR0460-converted-007.mp4,15654,GOPR0460-converted-007-addedLane-start15610.mp4,44
GOPR0460-converted-007-addedLane-start15610.mp4_image8.png,addedLane,818,290,858,338,0,0,GOPR0460-converted-007.mp4,15649,GOPR0460-converted-007-addedLane-start15610.mp4,39
GOPR0460-converted-007-addedLane-start17205.mp4_image0.png,addedLane,709,321,728,342,0,0,GOPR0460-converted-007.mp4,17209,GOPR0460-converted-007-addedLane-start17205.mp4,4
GOPR0460-converted-007-addedLane-start17205.mp4_image1.png,addedLane,732,314,754,338,0,0,GOPR0460-converted-007.mp4,17214,GOPR0460-converted-007-addedLane-start17205.mp4,9
GOPR0460-converted-007-addedLane-start17205.mp4_image2.png,addedLane,762,304,787,334,0,0,GOPR0460-converted-007.mp4,17219,GOPR0460-converted-007-addedLane-start17205.mp4,14
GOPR0460-converted-007-addedLane-start17205.mp4_image3.png,addedLane,804,291,832,325,0,0,GOPR0460-converted-007.mp4,17224,GOPR0460-converted-007-addedLane-start17205.mp4,19
GOPR0460-converted-007-addedLane-start17205.mp4_image4.png,addedLane,864,271,895,312,0,0,GOPR0460-converted-007.mp4,17229,GOPR0460-converted-007-addedLane-start17205.mp4,24
GOPR0460-converted-007-addedLane-start17205.mp4_image5.png,addedLane,861,271,897,314,0,0,GOPR0460-converted-007.mp4,17229,GOPR0460-converted-007-addedLane-start17205.mp4,24
GOPR0460-converted-007-addedLane-start19650.mp4_image0.png,addedLane,632,328,648,348,0,0,GOPR0460-converted-007.mp4,19669,GOPR0460-converted-007-addedLane-start19650.mp4,19
GOPR0460-converted-007-addedLane-start19650.mp4_image1.png,addedLane,639,326,657,348,0,0,GOPR0460-converted-007.mp4,19674,GOPR0460-converted-007-addedLane-start19650.mp4,24
GOPR0460-converted-007-addedLane-start19650.mp4_image2.png,addedLane,650,323,670,346,0,0,GOPR0460-converted-007.mp4,19679,GOPR0460-converted-007-addedLane-start19650.mp4,29
GOPR0460-converted-007-addedLane-start19650.mp4_image3.png,addedLane,663,317,685,344,0,0,GOPR0460-converted-007.mp4,19684,GOPR0460-converted-007-addedLane-start19650.mp4,34
GOPR0460-converted-007-addedLane-start19650.mp4_image4.png,addedLane,681,310,706,341,0,0,GOPR0460-converted-007.mp4,19689,GOPR0460-converted-007-addedLane-start19650.mp4,39
GOPR0460-converted-007-addedLane-start19650.mp4_image5.png,addedLane,699,299,731,337,0,0,GOPR0460-converted-007.mp4,19694,GOPR0460-converted-007-addedLane-start19650.mp4,44
GOPR0460-converted-007-addedLane-start19650.mp4_image6.png,addedLane,732,287,765,330,0,0,GOPR0460-converted-007.mp4,19699,GOPR0460-converted-007-addedLane-start19650.mp4,49
GOPR0460-converted-007-addedLane-start19650.mp4_image7.png,addedLane,779,268,815,320,0,0,GOPR0460-converted-007.mp4,19704,GOPR0460-converted-007-addedLane-start19650.mp4,54
GOPR0460-converted-007-addedLane-start19650.mp4_image8.png,addedLane,853,236,892,296,0,0,GOPR0460-converted-007.mp4,19709,GOPR0460-converted-007-addedLane-start19650.mp4,59
GOPR0460-converted-007-addedLane-start19650.mp4_image9.png,addedLane,850,237,897,298,0,0,GOPR0460-converted-007.mp4,19709,GOPR0460-converted-007-addedLane-start19650.mp4,59
GOPR0460-converted-007-addedLane-start23215.mp4_image0.png,addedLane,652,275,691,314,0,0,GOPR0460-converted-007.mp4,23249,GOPR0460-converted-007-addedLane-start23215.mp4,34
GOPR0460-converted-007-addedLane-start23215.mp4_image1.png,addedLane,671,258,716,305,0,0,GOPR0460-converted-007.mp4,23254,GOPR0460-converted-007-addedLane-start23215.mp4,39
GOPR0460-converted-007-addedLane-start23215.mp4_image2.png,addedLane,697,233,752,290,0,0,GOPR0460-converted-007.mp4,23259,GOPR0460-converted-007-addedLane-start23215.mp4,44
GOPR0460-converted-007-addedLane-start23215.mp4_image3.png,addedLane,737,191,806,263,0,0,GOPR0460-converted-007.mp4,23264,GOPR0460-converted-007-addedLane-start23215.mp4,49
GOPR0460-converted-007-addedLane-start23215.mp4_image4.png,addedLane,807,111,902,216,0,0,GOPR0460-converted-007.mp4,23269,GOPR0460-converted-007-addedLane-start23215.mp4,54
GOPR0460-converted-007-addedLane-start29085.mp4_image0.png,addedLane,610,335,626,353,0,0,GOPR0460-converted-007.mp4,29094,GOPR0460-converted-007-addedLane-start29085.mp4,9
GOPR0460-converted-007-addedLane-start29085.mp4_image1.png,addedLane,618,330,637,350,0,0,GOPR0460-converted-007.mp4,29099,GOPR0460-converted-007-addedLane-start29085.mp4,14
GOPR0460-converted-007-addedLane-start29085.mp4_image2.png,addedLane,630,325,651,346,0,0,GOPR0460-converted-007.mp4,29104,GOPR0460-converted-007-addedLane-start29085.mp4,19
GOPR0460-converted-007-addedLane-start29085.mp4_image3.png,addedLane,647,312,675,343,0,0,GOPR0460-converted-007.mp4,29109,GOPR0460-converted-007-addedLane-start29085.mp4,24
GOPR0460-converted-007-addedLane-start29085.mp4_image4.png,addedLane,675,303,705,334,0,0,GOPR0460-converted-007.mp4,29114,GOPR0460-converted-007-addedLane-start29085.mp4,29
GOPR0460-converted-007-addedLane-start29085.mp4_image5.png,addedLane,721,274,768,322,0,0,GOPR0460-converted-007.mp4,29119,GOPR0460-converted-007-addedLane-start29085.mp4,34
GOPR0460-converted-007-addedLane-start29085.mp4_image6.png,addedLane,822,212,884,288,0,0,GOPR0460-converted-007.mp4,29124,GOPR0460-converted-007-addedLane-start29085.mp4,39
GOPR0460-converted-007-laneEnds-start17805.mp4_image0.png,addedLane,682,332,700,349,0,0,GOPR0460-converted-007.mp4,17869,GOPR0460-converted-007-laneEnds-start17805.mp4,64
GOPR0460-converted-007-laneEnds-start17805.mp4_image1.png,addedLane,693,330,712,347,0,0,GOPR0460-converted-007.mp4,17874,GOPR0460-converted-007-laneEnds-start17805.mp4,69
GOPR0460-converted-007-laneEnds-start17805.mp4_image2.png,addedLane,708,324,728,344,0,0,GOPR0460-converted-007.mp4,17879,GOPR0460-converted-007-laneEnds-start17805.mp4,74
GOPR0460-converted-007-laneEnds-start17805.mp4_image3.png,addedLane,726,318,749,341,0,0,GOPR0460-converted-007.mp4,17884,GOPR0460-converted-007-laneEnds-start17805.mp4,79
GOPR0460-converted-007-laneEnds-start17805.mp4_image4.png,addedLane,751,311,776,337,0,0,GOPR0460-converted-007.mp4,17889,GOPR0460-converted-007-laneEnds-start17805.mp4,84
GOPR0460-converted-007-laneEnds-start17805.mp4_image5.png,addedLane,784,301,812,332,0,0,GOPR0460-converted-007.mp4,17894,GOPR0460-converted-007-laneEnds-start17805.mp4,89
GOPR0460-converted-007-laneEnds-start17805.mp4_image6.png,addedLane,831,286,861,322,0,0,GOPR0460-converted-007.mp4,17899,GOPR0460-converted-007-laneEnds-start17805.mp4,94
GOPR0460-converted-007-laneEnds-start17805.mp4_image7.png,addedLane,894,264,934,308,0,0,GOPR0460-converted-007.mp4,17904,GOPR0460-converted-007-laneEnds-start17805.mp4,99
GOPR0460-converted-007-laneEnds-start17805.mp4_image8.png,laneEnds,726,323,744,339,0,0,GOPR0460-converted-007.mp4,17814,GOPR0460-converted-007-laneEnds-start17805.mp4,9
GOPR0460-converted-007-laneEnds-start17805.mp4_image9.png,laneEnds,744,318,763,337,0,0,GOPR0460-converted-007.mp4,17819,GOPR0460-converted-007-laneEnds-start17805.mp4,14
GOPR0460-converted-007-laneEnds-start17805.mp4_image10.png,laneEnds,766,312,785,333,0,0,GOPR0460-converted-007.mp4,17824,GOPR0460-converted-007-laneEnds-start17805.mp4,19
GOPR0460-converted-007-laneEnds-start17805.mp4_image11.png,laneEnds,792,305,813,328,0,0,GOPR0460-converted-007.mp4,17829,GOPR0460-converted-007-laneEnds-start17805.mp4,24
GOPR0460-converted-007-laneEnds-start17805.mp4_image12.png,laneEnds,823,296,846,323,0,0,GOPR0460-converted-007.mp4,17834,GOPR0460-converted-007-laneEnds-start17805.mp4,29
GOPR0460-converted-007-laneEnds-start17805.mp4_image13.png,laneEnds,863,285,889,314,0,0,GOPR0460-converted-007.mp4,17839,GOPR0460-converted-007-laneEnds-start17805.mp4,34
GOPR0460-converted-007-bicycleCrossing-start2470.mp4_image0.png,bicycleCrossing,660,291,696,328,0,0,GOPR0460-converted-007.mp4,2539,GOPR0460-converted-007-bicycleCrossing-start2470.mp4,69
GOPR0460-converted-007-bicycleCrossing-start2470.mp4_image1.png,bicycleCrossing,693,264,735,314,0,0,GOPR0460-converted-007.mp4,2544,GOPR0460-converted-007-bicycleCrossing-start2470.mp4,74
GOPR0460-converted-007-bicycleCrossing-start2470.mp4_image2.png,bicycleCrossing,750,224,810,287,0,0,GOPR0460-converted-007.mp4,2549,GOPR0460-converted-007-bicycleCrossing-start2470.mp4,79
GOPR0460-converted-007-doNotStop-start16865.mp4_image0.png,doNotStop,350,301,370,330,0,0,GOPR0460-converted-007.mp4,16879,GOPR0460-converted-007-doNotStop-start16865.mp4,14
GOPR0460-converted-007-doNotStop-start16865.mp4_image1.png,doNotStop,294,283,322,323,0,0,GOPR0460-converted-007.mp4,16884,GOPR0460-converted-007-doNotStop-start16865.mp4,19
GOPR0460-converted-007-doNotStop-start16865.mp4_image2.png,doNotStop,200,255,238,307,0,0,GOPR0460-converted-007.mp4,16889,GOPR0460-converted-007-doNotStop-start16865.mp4,24
GOPR0460-converted-007-doNotStop-start16865.mp4_image3.png,doNotStop,27,197,80,270,0,0,GOPR0460-converted-007.mp4,16894,GOPR0460-converted-007-doNotStop-start16865.mp4,29
GOPR0460-converted-007-doNotStop-start17015.mp4_image0.png,doNotStop,334,295,358,331,0,0,GOPR0460-converted-007.mp4,17019,GOPR0460-converted-007-doNotStop-start17015.mp4,4
GOPR0460-converted-007-doNotStop-start17015.mp4_image1.png,doNotStop,265,272,297,317,0,0,GOPR0460-converted-007.mp4,17024,GOPR0460-converted-007-doNotStop-start17015.mp4,9
GOPR0460-converted-007-doNotStop-start17015.mp4_image2.png,doNotStop,142,231,186,292,0,0,GOPR0460-converted-007.mp4,17029,GOPR0460-converted-007-doNotStop-start17015.mp4,14
GOPR0460-converted-007-doNotStop-start28550.mp4_image0.png,doNotStop,292,290,314,321,0,0,GOPR0460-converted-007.mp4,28554,GOPR0460-converted-007-doNotStop-start28550.mp4,4
GOPR0460-converted-007-doNotStop-start28550.mp4_image1.png,doNotStop,223,273,251,310,0,0,GOPR0460-converted-007.mp4,28559,GOPR0460-converted-007-doNotStop-start28550.mp4,9
GOPR0460-converted-007-doNotStop-start28550.mp4_image2.png,doNotStop,114,240,148,291,0,0,GOPR0460-converted-007.mp4,28564,GOPR0460-converted-007-doNotStop-start28550.mp4,14
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image0.png,exitSpeedAdvisory25,676,328,692,350,0,0,GOPR0460-converted-007.mp4,15294,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,14
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image1.png,exitSpeedAdvisory25,690,324,704,343,0,0,GOPR0460-converted-007.mp4,15299,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,19
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image2.png,exitSpeedAdvisory25,705,313,724,337,0,0,GOPR0460-converted-007.mp4,15304,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,24
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image3.png,exitSpeedAdvisory25,723,310,743,335,0,0,GOPR0460-converted-007.mp4,15309,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,29
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image4.png,exitSpeedAdvisory25,747,301,769,330,0,0,GOPR0460-converted-007.mp4,15314,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,34
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image5.png,exitSpeedAdvisory25,774,294,800,327,0,0,GOPR0460-converted-007.mp4,15319,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,39
GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4_image6.png,exitSpeedAdvisory25,817,277,846,313,0,0,GOPR0460-converted-007.mp4,15324,GOPR0460-converted-007-exitSpeedAdvisory25-start15280.mp4,44
