Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
GOPR0453-converted-bicycleCrossing-start4110.mp4_image0.png,bicycleCrossing,664,336,694,372,0,0,GOPR0453-converted.mp4,4179,GOPR0453-converted-bicycleCrossing-start4110.mp4,69
GOPR0453-converted-bicycleCrossing-start4110.mp4_image1.png,bicycleCrossing,734,313,773,356,0,0,GOPR0453-converted.mp4,4184,GOPR0453-converted-bicycleCrossing-start4110.mp4,74
GOPR0453-converted-bicycleCrossing-start4110.mp4_image2.png,bicycleCrossing,831,288,874,337,0,0,GOPR0453-converted.mp4,4189,GOPR0453-converted-bicycleCrossing-start4110.mp4,79
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image0.png,school,478,371,495,390,0,0,GOPR0453-converted.mp4,3740,GOPR0453-converted-pedestrianCrossing-start3696.mp4,44
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image1.png,school,490,366,512,388,0,0,GOPR0453-converted.mp4,3745,GOPR0453-converted-pedestrianCrossing-start3696.mp4,49
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image2.png,school,510,360,532,383,0,0,GOPR0453-converted.mp4,3750,GOPR0453-converted-pedestrianCrossing-start3696.mp4,54
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image3.png,school,533,355,556,379,0,0,GOPR0453-converted.mp4,3755,GOPR0453-converted-pedestrianCrossing-start3696.mp4,59
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image4.png,school,563,343,587,369,0,0,GOPR0453-converted.mp4,3760,GOPR0453-converted-pedestrianCrossing-start3696.mp4,64
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image5.png,school,599,331,631,360,0,0,GOPR0453-converted.mp4,3765,GOPR0453-converted-pedestrianCrossing-start3696.mp4,69
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image6.png,school,651,312,688,345,0,0,GOPR0453-converted.mp4,3770,GOPR0453-converted-pedestrianCrossing-start3696.mp4,74
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image7.png,school,726,282,768,326,0,0,GOPR0453-converted.mp4,3775,GOPR0453-converted-pedestrianCrossing-start3696.mp4,79
GOPR0453-converted-pedestrianCrossing-start3696.mp4_image8.png,school,837,241,880,291,0,0,GOPR0453-converted.mp4,3780,GOPR0453-converted-pedestrianCrossing-start3696.mp4,84
GOPR0453-converted-roadworkAhead-start4269.mp4_image0.png,roadworkAhead,120,309,184,377,0,0,GOPR0453-converted.mp4,4343,GOPR0453-converted-roadworkAhead-start4269.mp4,74
GOPR0453-converted-roadworkAhead-start4269.mp4_image1.png,roadworkAhead,75,286,146,363,0,0,GOPR0453-converted.mp4,4348,GOPR0453-converted-roadworkAhead-start4269.mp4,79
