Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image0.png,school,70,342,106,390,0,0,2021_0823_165831_035B.MOV,12549,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,14
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image1.png,school,108,354,140,397,0,0,2021_0823_165831_035B.MOV,12554,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,19
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image2.png,school,139,360,168,400,0,0,2021_0823_165831_035B.MOV,12559,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,24
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image3.png,school,164,362,190,401,0,0,2021_0823_165831_035B.MOV,12564,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,29
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image4.png,school,185,370,209,406,0,0,2021_0823_165831_035B.MOV,12569,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,34
2021_0823_165831_035B-pedestrianCrossing-start12535.MOV_image5.png,school,202,372,225,407,0,0,2021_0823_165831_035B.MOV,12574,2021_0823_165831_035B-pedestrianCrossing-start12535.MOV,39
2021_0823_165831_035B-schoolAhead-start12260.MOV_image0.png,curveRightOnly,604,219,649,275,0,0,2021_0823_165831_035B.MOV,12313,2021_0823_165831_035B-schoolAhead-start12260.MOV,53
2021_0823_165831_035B-schoolAhead-start12260.MOV_image1.png,curveRightOnly,604,219,649,275,0,0,2021_0823_165831_035B.MOV,12313,2021_0823_165831_035B-schoolAhead-start12260.MOV,53
2021_0823_165831_035B-schoolAhead-start12260.MOV_image2.png,curveRightOnly,609,218,654,275,0,0,2021_0823_165831_035B.MOV,12314,2021_0823_165831_035B-schoolAhead-start12260.MOV,54
2021_0823_165831_035B-schoolAhead-start12260.MOV_image3.png,curveRightOnly,647,207,693,268,0,0,2021_0823_165831_035B.MOV,12319,2021_0823_165831_035B-schoolAhead-start12260.MOV,59
