Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
GOPR0458-converted-doNotBlock-start2820.mp4_image0.png,doNotBlock,736,294,774,341,0,0,GOPR0458-converted.mp4,2879,GOPR0458-converted-doNotBlock-start2820.mp4,59
GOPR0458-converted-doNotBlock-start2820.mp4_image1.png,doNotBlock,809,230,866,294,0,0,GOPR0458-converted.mp4,2884,GOPR0458-converted-doNotBlock-start2820.mp4,64
GOPR0458-converted-speedLimit25-start4565.mp4_image0.png,speedLimit25,167,383,185,410,0,1,GOPR0458-converted.mp4,4594,GOPR0458-converted-speedLimit25-start4565.mp4,29
GOPR0458-converted-speedLimit25-start4565.mp4_image1.png,speedLimit25,208,384,226,409,0,1,GOPR0458-converted.mp4,4599,GOPR0458-converted-speedLimit25-start4565.mp4,34
GOPR0458-converted-speedLimit25-start4565.mp4_image2.png,speedLimit25,248,380,267,409,0,0,GOPR0458-converted.mp4,4604,GOPR0458-converted-speedLimit25-start4565.mp4,39
GOPR0458-converted-speedLimit25-start4565.mp4_image3.png,speedLimit25,287,379,306,408,0,0,GOPR0458-converted.mp4,4609,GOPR0458-converted-speedLimit25-start4565.mp4,44
GOPR0458-converted-speedLimit25-start4565.mp4_image4.png,speedLimit25,327,375,348,407,0,0,GOPR0458-converted.mp4,4614,GOPR0458-converted-speedLimit25-start4565.mp4,49
GOPR0458-converted-speedLimit25-start4565.mp4_image5.png,speedLimit25,369,373,389,404,0,0,GOPR0458-converted.mp4,4619,GOPR0458-converted-speedLimit25-start4565.mp4,54
GOPR0458-converted-speedLimit25-start4565.mp4_image6.png,speedLimit25,411,370,433,400,0,0,GOPR0458-converted.mp4,4624,GOPR0458-converted-speedLimit25-start4565.mp4,59
GOPR0458-converted-speedLimit25-start4565.mp4_image7.png,speedLimit25,454,369,477,401,0,0,GOPR0458-converted.mp4,4629,GOPR0458-converted-speedLimit25-start4565.mp4,64
GOPR0458-converted-speedLimit25-start4565.mp4_image8.png,speedLimit25,497,366,520,399,0,0,GOPR0458-converted.mp4,4634,GOPR0458-converted-speedLimit25-start4565.mp4,69
GOPR0458-converted-speedLimit25-start4565.mp4_image9.png,speedLimit25,537,360,562,392,0,0,GOPR0458-converted.mp4,4639,GOPR0458-converted-speedLimit25-start4565.mp4,74
GOPR0458-converted-speedLimit25-start4565.mp4_image10.png,speedLimit25,576,355,602,387,0,0,GOPR0458-converted.mp4,4644,GOPR0458-converted-speedLimit25-start4565.mp4,79
GOPR0458-converted-speedLimit25-start4565.mp4_image11.png,speedLimit25,613,339,641,377,0,0,GOPR0458-converted.mp4,4649,GOPR0458-converted-speedLimit25-start4565.mp4,84
GOPR0458-converted-speedLimit25-start4565.mp4_image12.png,speedLimit25,650,329,680,368,0,0,GOPR0458-converted.mp4,4654,GOPR0458-converted-speedLimit25-start4565.mp4,89
GOPR0458-converted-speedLimit25-start4565.mp4_image13.png,speedLimit25,679,315,717,359,0,0,GOPR0458-converted.mp4,4659,GOPR0458-converted-speedLimit25-start4565.mp4,94
