Filename,Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y,Occluded,On another road,Origin file,Origin frame number,Origin track,Origin track frame number
2021_0820_171756_025A-stop-start1070.MOV_image0.png,stop,489,264,517,287,0,0,2021_0820_171756_025A.MOV,1189,2021_0820_171756_025A-stop-start1070.MOV,119
2021_0820_171756_025A-stop-start1070.MOV_image1.png,stop,491,262,520,287,0,0,2021_0820_171756_025A.MOV,1194,2021_0820_171756_025A-stop-start1070.MOV,124
2021_0820_171756_025A-stop-start1070.MOV_image2.png,stop,493,261,523,287,0,0,2021_0820_171756_025A.MOV,1199,2021_0820_171756_025A-stop-start1070.MOV,129
2021_0820_171756_025A-stop-start1070.MOV_image3.png,stop,496,258,527,285,0,0,2021_0820_171756_025A.MOV,1204,2021_0820_171756_025A-stop-start1070.MOV,134
2021_0820_171756_025A-stop-start1070.MOV_image4.png,stop,499,256,532,285,0,0,2021_0820_171756_025A.MOV,1209,2021_0820_171756_025A-stop-start1070.MOV,139
2021_0820_171756_025A-stop-start1070.MOV_image5.png,stop,505,254,539,285,0,0,2021_0820_171756_025A.MOV,1214,2021_0820_171756_025A-stop-start1070.MOV,144
2021_0820_171756_025A-stop-start1070.MOV_image6.png,stop,511,252,546,283,0,0,2021_0820_171756_025A.MOV,1219,2021_0820_171756_025A-stop-start1070.MOV,149
2021_0820_171756_025A-stop-start1070.MOV_image7.png,stop,517,249,554,283,0,0,2021_0820_171756_025A.MOV,1224,2021_0820_171756_025A-stop-start1070.MOV,154
2021_0820_171756_025A-stop-start1070.MOV_image8.png,stop,523,249,562,285,0,0,2021_0820_171756_025A.MOV,1229,2021_0820_171756_025A-stop-start1070.MOV,159
2021_0820_171756_025A-stop-start1070.MOV_image9.png,stop,530,247,572,284,0,0,2021_0820_171756_025A.MOV,1234,2021_0820_171756_025A-stop-start1070.MOV,164
2021_0820_171756_025A-stop-start1070.MOV_image10.png,stop,537,244,581,282,0,0,2021_0820_171756_025A.MOV,1239,2021_0820_171756_025A-stop-start1070.MOV,169
2021_0820_171756_025A-stop-start1070.MOV_image11.png,stop,545,241,591,282,0,0,2021_0820_171756_025A.MOV,1244,2021_0820_171756_025A-stop-start1070.MOV,174
2021_0820_171756_025A-stop-start1070.MOV_image12.png,stop,552,239,602,280,0,0,2021_0820_171756_025A.MOV,1249,2021_0820_171756_025A-stop-start1070.MOV,179
2021_0820_171756_025A-stop-start1070.MOV_image13.png,stop,557,234,611,279,0,0,2021_0820_171756_025A.MOV,1254,2021_0820_171756_025A-stop-start1070.MOV,184
2021_0820_171756_025A-stop-start1070.MOV_image14.png,stop,566,227,623,275,0,0,2021_0820_171756_025A.MOV,1259,2021_0820_171756_025A-stop-start1070.MOV,189
2021_0820_171756_025A-stop-start1070.MOV_image15.png,stop,574,220,633,272,0,0,2021_0820_171756_025A.MOV,1264,2021_0820_171756_025A-stop-start1070.MOV,194
2021_0820_171756_025A-stop-start1070.MOV_image16.png,stop,583,214,647,271,0,0,2021_0820_171756_025A.MOV,1269,2021_0820_171756_025A-stop-start1070.MOV,199
2021_0820_171756_025A-stop-start1070.MOV_image17.png,stop,594,209,655,269,0,0,2021_0820_171756_025A.MOV,1274,2021_0820_171756_025A-stop-start1070.MOV,204
2021_0820_171756_025A-stop-start1070.MOV_image18.png,stop,607,203,670,265,0,0,2021_0820_171756_025A.MOV,1279,2021_0820_171756_025A-stop-start1070.MOV,209
2021_0820_171756_025A-stop-start1070.MOV_image19.png,stop,618,197,687,265,0,0,2021_0820_171756_025A.MOV,1284,2021_0820_171756_025A-stop-start1070.MOV,214
2021_0820_171756_025A-stop-start1070.MOV_image20.png,stop,630,189,703,264,0,0,2021_0820_171756_025A.MOV,1289,2021_0820_171756_025A-stop-start1070.MOV,219
2021_0820_171756_025A-stop-start1070.MOV_image21.png,stop,647,177,722,259,0,0,2021_0820_171756_025A.MOV,1294,2021_0820_171756_025A-stop-start1070.MOV,224
2021_0820_171756_025A-stop-start1070.MOV_image22.png,stop,665,167,743,255,0,0,2021_0820_171756_025A.MOV,1299,2021_0820_171756_025A-stop-start1070.MOV,229
2021_0820_171756_025A-stop-start1070.MOV_image23.png,stop,683,155,765,248,0,0,2021_0820_171756_025A.MOV,1304,2021_0820_171756_025A-stop-start1070.MOV,234
2021_0820_171756_025A-stop-start1070.MOV_image24.png,stop,702,142,790,239,0,0,2021_0820_171756_025A.MOV,1309,2021_0820_171756_025A-stop-start1070.MOV,239
2021_0820_171756_025A-stop-start1070.MOV_image25.png,stop,725,127,819,236,0,0,2021_0820_171756_025A.MOV,1314,2021_0820_171756_025A-stop-start1070.MOV,244
2021_0820_171756_025A-stop-start1070.MOV_image26.png,stop,745,110,847,233,0,0,2021_0820_171756_025A.MOV,1319,2021_0820_171756_025A-stop-start1070.MOV,249
2021_0820_171756_025A-stop-start1070.MOV_image27.png,stop,772,91,878,231,0,0,2021_0820_171756_025A.MOV,1324,2021_0820_171756_025A-stop-start1070.MOV,254
2021_0820_171756_025A-stop-start1070.MOV_image28.png,stop,801,71,909,222,0,0,2021_0820_171756_025A.MOV,1329,2021_0820_171756_025A-stop-start1070.MOV,259
2021_0820_171756_025A-stop-start1860.MOV_image0.png,stop,549,257,574,286,0,0,2021_0820_171756_025A.MOV,1949,2021_0820_171756_025A-stop-start1860.MOV,89
2021_0820_171756_025A-stop-start1860.MOV_image1.png,stop,554,256,579,285,0,0,2021_0820_171756_025A.MOV,1954,2021_0820_171756_025A-stop-start1860.MOV,94
2021_0820_171756_025A-stop-start1860.MOV_image2.png,stop,561,254,587,282,0,0,2021_0820_171756_025A.MOV,1959,2021_0820_171756_025A-stop-start1860.MOV,99
2021_0820_171756_025A-stop-start1860.MOV_image3.png,stop,571,251,596,279,0,0,2021_0820_171756_025A.MOV,1964,2021_0820_171756_025A-stop-start1860.MOV,104
2021_0820_171756_025A-stop-start1860.MOV_image4.png,stop,579,247,606,277,0,0,2021_0820_171756_025A.MOV,1969,2021_0820_171756_025A-stop-start1860.MOV,109
2021_0820_171756_025A-stop-start1860.MOV_image5.png,stop,589,242,618,274,0,0,2021_0820_171756_025A.MOV,1974,2021_0820_171756_025A-stop-start1860.MOV,114
2021_0820_171756_025A-stop-start1860.MOV_image6.png,stop,601,235,632,272,0,0,2021_0820_171756_025A.MOV,1979,2021_0820_171756_025A-stop-start1860.MOV,119
2021_0820_171756_025A-stop-start1860.MOV_image7.png,stop,615,228,650,268,0,0,2021_0820_171756_025A.MOV,1984,2021_0820_171756_025A-stop-start1860.MOV,124
2021_0820_171756_025A-stop-start1860.MOV_image8.png,stop,631,219,668,264,0,0,2021_0820_171756_025A.MOV,1989,2021_0820_171756_025A-stop-start1860.MOV,129
2021_0820_171756_025A-stop-start1860.MOV_image9.png,stop,648,209,687,259,0,0,2021_0820_171756_025A.MOV,1994,2021_0820_171756_025A-stop-start1860.MOV,134
2021_0820_171756_025A-stop-start1860.MOV_image10.png,stop,671,193,712,254,0,0,2021_0820_171756_025A.MOV,1999,2021_0820_171756_025A-stop-start1860.MOV,139
2021_0820_171756_025A-stop-start1860.MOV_image11.png,stop,696,179,742,244,0,0,2021_0820_171756_025A.MOV,2004,2021_0820_171756_025A-stop-start1860.MOV,144
2021_0820_171756_025A-stop-start1860.MOV_image12.png,stop,725,167,774,233,0,0,2021_0820_171756_025A.MOV,2009,2021_0820_171756_025A-stop-start1860.MOV,149
2021_0820_171756_025A-stop-start1860.MOV_image13.png,stop,756,152,806,222,0,0,2021_0820_171756_025A.MOV,2014,2021_0820_171756_025A-stop-start1860.MOV,154
2021_0820_171756_025A-stop-start1860.MOV_image14.png,stop,791,133,843,215,0,0,2021_0820_171756_025A.MOV,2019,2021_0820_171756_025A-stop-start1860.MOV,159
2021_0820_171756_025A-stop-start1860.MOV_image15.png,stop,834,111,883,201,0,0,2021_0820_171756_025A.MOV,2024,2021_0820_171756_025A-stop-start1860.MOV,164
2021_0820_171756_025A-stop-start1860.MOV_image16.png,stop,873,86,926,188,0,0,2021_0820_171756_025A.MOV,2029,2021_0820_171756_025A-stop-start1860.MOV,169
